Accuracy,AUC,Precision,Recall,F1,MCC,Model
0.901249585314608,0.9054433347971681,0.643979057591623,0.3487712665406427,0.45248313917841815,0.42644597941367,Logistic Regression
0.8776954550481035,0.713459783407689,0.4782608695652174,0.499054820415879,0.4884366327474561,0.41913981416680257,Decision Tree
0.8936193741015149,0.8083685975476229,0.5860215053763441,0.30907372400756145,0.40470297029702973,0.3742134073570698,KNN
0.8638726086475728,0.8088133113481918,0.42821576763485475,0.4877126654064272,0.45603181617322136,0.3796553346420521,Naive Bayes
0.905783478933982,0.9292823974062899,0.6645367412140575,0.3931947069943289,0.49406175771971494,0.4645759521653452,Random Forest
0.907995134358067,0.9290581465957555,0.6348448687350835,0.502835538752363,0.5611814345991561,0.514893614085932,XGBoost
